Store,Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday,F13,Right_Store,Type,Size,"DMA "
31,2012-07-06,85.26,3227,2215215064,6565,False,"",31,A,203750,Atlanta
37,2010-04-09,68.54,2.77,209400638,8464,False,"",37,C,39910,Austin
44,2010-06-04,59.85,2871,1261360645,7972,False,"",44,C,39910,Atlanta
3,2011-07-08,85.38,3.48,2186424704,7567,False,"",3,B,37392,Denver
31,2010-03-12,57.1,2667,211037551,8324,False,"",31,A,203750,Atlanta
23,2011-11-18,45.48,3571,1364666667,4.42,False,"",23,B,114533,Philadelphia
18,2010-05-07,65.64,2981,1321062,9269,False,"",18,B,120653,Los Angeles
41,2012-10-05,50.14,3779,1988221322,6195,False,"",41,A,196321,Los Angeles
1,2011-10-07,69.31,3285,2170453684,7866,False,"",1,A,151315,Houston
40,2012-11-09,34.19,3792,1385172581,4145,False,"",40,A,155083,Charlotte
45,2010-05-28,69.27,2899,1820464181,8899,False,"",45,B,118221,Tampa-St. Pete
45,2011-06-17,69.32,3842,1856719333,8521,False,"",45,B,118221,Tampa-St. Pete
36,2013-05-31,80.19,3437,,,False,"",36,A,39910,Salt Lake City
20,2013-03-29,35.89,3784,2175753932,7439,False,"",20,A,203742,Tampa-St. Pete
19,2013-05-03,59.08,3775,,,False,"",19,A,203819,Philadelphia
24,2012-05-18,63.1,4029,1381065806,8983,False,"",24,A,203819,Atlanta
14,2010-04-16,54.28,2899,1816924769,8899,False,"",14,A,200898,Dallas-Ft.Worth
16,2012-01-13,19.55,3077,1967330517,6162,False,"",16,B,57197,Dallas-Ft.Worth
22,2011-03-11,41.42,44715,1376269617,8458,False,"",22,B,119557,Houston
1,2010-08-27,85.22,2619,2115673056,7787,False,"",1,A,151315,Houston
14,2012-06-22,74.22,3564,1910646096,8567,False,"",14,A,200898,Dallas-Ft.Worth
40,2012-10-05,57.21,4027,1388256,4145,False,"",40,A,155083,Charlotte
5,2010-12-03,51.31,2708,2121613951,6768,False,"",5,B,34875,Austin
17,2012-04-27,59.11,3842,1311266667,6235,False,"",17,B,93188,Charlotte
24,2013-02-08,24.78,3945,1388598387,8.75,True,"",24,A,203819,Atlanta
39,2010-06-25,83.24,2653,2100975233,8464,False,"",39,A,184109,Chicago
30,2013-04-19,67.52,3451,2248025314,6112,False,"",30,C,42988,Los Angeles
25,2012-07-27,72.98,3647,2147382432,7.28,False,"",25,B,128107,Kansas City
18,2010-04-23,50.3,2895,1320226667,9269,False,"",18,B,120653,Los Angeles
38,2011-05-06,68.4,4193,1290444333,13736,False,"",38,C,39690,Kansas City
9,2012-01-13,42.44,3261,2236168049,5667,False,"",9,B,125833,Dallas-Ft.Worth
13,2013-01-25,14.75,2927,1320922903,5372,False,"",13,A,219622,Los Angeles
16,2011-11-04,33.43,3527,1954847959,6232,False,"",16,B,57197,Dallas-Ft.Worth
6,2011-03-11,57.71,3459,2156488731,6858,False,"",6,A,202505,Oralando-Daytona Brach-Melbourne FL
7,2010-09-10,48.5,2.78,1903958293,9017,True,"",7,B,70713,Cleveland-Akron
39,2010-07-16,83.86,2623,2098630532,8.36,False,"",39,A,184109,Chicago
19,2012-12-14,37.84,3869,1383685484,7992,False,"",19,A,203819,Philadelphia
7,2013-05-31,50.7,3.87,,,False,"",7,B,70713,Cleveland-Akron
23,2011-05-27,63.27,4034,1347677742,4781,False,"",23,B,114533,Philadelphia
40,2011-10-07,50.21,3633,136472,4.42,False,"",40,A,155083,Charlotte
41,2011-11-11,32.87,3505,1956376941,6759,False,"",41,A,196321,Los Angeles
15,2010-04-09,57.77,2992,1319408065,8185,False,"",15,B,123737,Denver
13,2012-01-27,34.32,3058,1303144516,6104,False,"",13,A,219622,Los Angeles
10,2012-04-13,70.28,4254,131108,7382,False,"",10,B,126512,Cleveland-Akron
42,2011-12-30,48.92,3428,1300710323,7874,True,"",42,C,39690,Los Angeles
29,2011-09-30,69.78,3684,1364195,9863,False,"",29,B,93638,Chicago
5,2010-05-07,71.53,2835,2108896556,6465,False,"",5,B,34875,Austin
43,2010-11-26,54.76,2735,2036952786,10.21,True,"",43,C,41062,San Diego
23,2011-01-14,44610,3215,1329510645,5114,False,"",23,B,114533,Philadelphia
33,2012-09-14,83.4,3966,1309776667,7147,False,"",33,A,39690,Atlanta
30,2011-11-25,56.43,3236,2181130269,7441,True,"",30,C,42988,Los Angeles
28,2010-06-25,87.27,3084,1261266,14099,False,"",28,A,206302,Dallas-Ft.Worth
19,2011-11-25,42.75,3689,1364788,7866,True,"",19,A,203819,Philadelphia
25,2012-12-28,27.55,3563,2165919686,7293,True,"",25,B,128107,Kansas City
35,2013-07-12,80.74,3614,,,False,"",35,B,103681,Austin
30,2011-06-10,84.71,3648,2146964908,7931,False,"",30,C,42988,Los Angeles
2,2013-05-17,70.55,3454,,,False,"",2,A,202307,Cleveland-Akron
3,2010-04-30,70.24,2.78,2136716815,7343,False,"",3,B,37392,Denver
2,2012-09-21,71.09,3721,2224169362,6565,False,"",2,A,202307,Cleveland-Akron
9,2011-09-02,89.33,3533,219382382,6404,False,"",9,B,125833,Dallas-Ft.Worth
3,2011-09-30,82.58,3355,220085696,7567,False,"",3,B,37392,Denver
17,2010-11-26,44639,2.83,1266692667,6885,True,"",17,B,93188,Charlotte
17,2011-04-01,39.38,3487,1287199355,6774,False,"",17,B,93188,Charlotte
42,2010-05-28,76.67,3058,1261602258,9524,False,"",42,C,39690,Los Angeles
17,2010-05-21,53.94,2.95,1261843871,6635,False,"",17,B,93188,Charlotte
28,2012-09-14,83.64,4133,1309776667,10926,False,"",28,A,206302,Dallas-Ft.Worth
31,2010-12-10,46.35,2843,2111247993,8163,False,"",31,A,203750,Atlanta
27,2011-02-25,33.05,3452,1373764439,7827,False,"",27,A,204184,Houston
11,2010-06-11,82.81,2668,214787913,7343,False,"",11,A,207499,Los Angeles
34,2013-07-12,82.77,3368,,,False,"",34,A,158114,Cleveland-Akron
22,2011-03-18,43.38,3634,1377398929,8458,False,"",22,B,119557,Houston
27,2010-05-07,69.02,3095,135962,8058,False,"",27,A,204184,Houston
35,2011-12-09,46.28,3415,1404397857,8745,False,"",35,B,103681,Austin
37,2012-06-29,86.68,3286,2205278796,6989,False,"",37,C,39910,Austin
41,2010-09-03,64.13,2773,1903621607,7335,False,"",41,A,196321,Los Angeles
41,2013-07-19,68.21,3585,,,False,"",41,A,196321,Los Angeles
12,2012-11-30,57.03,3581,1314275333,10199,False,"",12,B,112238,Chicago
12,2013-04-12,65.6,3981,1327160968,9874,False,"",12,B,112238,Chicago
3,2011-07-15,87.14,3575,2187275216,7567,False,"",3,B,37392,Denver
40,2010-12-24,24.18,3.15,1327477419,5287,False,"",40,A,155083,Charlotte
21,2010-04-16,67.87,2808,2101495463,44600,False,"",21,B,140167,Salt Lake City
38,2011-05-27,76.67,4087,1290623548,13736,False,"",38,C,39690,Kansas City
41,2013-01-11,29.97,2957,2006190912,5771,False,"",41,A,196321,Los Angeles
43,2013-03-08,59.92,3658,2160025408,8934,False,"",43,C,41062,San Diego
22,2010-02-12,28.14,2771,1354113076,8283,True,"",22,B,119557,Houston
30,2012-03-09,57.16,3669,2206974332,7057,False,"",30,C,42988,Los Angeles
27,2010-11-19,50.81,3138,1367715714,8021,False,"",27,A,204184,Houston
32,2011-07-15,70.55,3532,1933125484,8622,False,"",32,A,203007,Denver
4,2012-05-18,68.43,3.62,1310983226,4308,False,"",4,A,205863,Houston
20,2013-04-12,61.38,3724,2177422947,7191,False,"",20,A,203742,Tampa-St. Pete
23,2011-08-26,67.04,3796,1362136129,4584,False,"",23,B,114533,Philadelphia
44,2010-09-03,65.71,2868,1261019355,7804,False,"",44,C,39910,Atlanta
17,2012-02-10,23.63,3116,1303849032,6403,True,"",17,B,93188,Charlotte
30,2012-06-22,81.78,3346,2214411622,6891,False,"",30,C,42988,Los Angeles
11,2011-09-16,85.11,3526,2193972867,7567,False,"",11,A,207499,Los Angeles
34,2010-07-02,73.66,2668,1261392,9816,False,"",34,A,158114,Cleveland-Akron
9,2011-04-29,70.85,3.81,2192588382,6.38,False,"",9,B,125833,Dallas-Ft.Worth
25,2011-03-25,38.51,3625,2076553444,7343,False,"",25,B,128107,Kansas City
9,2010-12-10,46.1,2843,2149981378,6.56,False,"",9,B,125833,Dallas-Ft.Worth
21,2012-03-09,57.16,3669,2206974332,7057,False,"",21,B,140167,Salt Lake City
18,2010-05-14,49.9,2983,132152129,9269,False,"",18,B,120653,Los Angeles
21,2013-03-22,61.41,3611,2245527121,6237,False,"",21,B,140167,Salt Lake City
22,2012-09-07,73.3,3921,142500303,7753,True,"",22,B,119557,Houston
23,2010-07-16,73.94,2796,1325667742,5326,False,"",23,B,114533,Philadelphia
14,2011-03-11,45.01,3582,184613419,8549,False,"",14,A,200898,Dallas-Ft.Worth
42,2011-01-14,49.98,3312,1273009355,8744,False,"",42,C,39690,Los Angeles
5,2013-02-01,58.99,3244,2248291434,5494,False,"",5,B,34875,Austin
29,2013-04-26,48.72,3626,1391226129,8.78,False,"",29,B,93638,Chicago
19,2011-02-11,21.79,3416,133260871,7771,True,"",19,A,203819,Philadelphia
2,2013-07-05,79.48,3422,,,False,"",2,A,202307,Cleveland-Akron
23,2010-08-20,68.65,2796,1326616129,5326,False,"",23,B,114533,Philadelphia
24,2012-04-13,48.65,4187,137868,8983,False,"",24,A,203819,Atlanta
9,2011-11-04,54.46,3332,2214820921,6054,False,"",9,B,125833,Dallas-Ft.Worth
15,2013-01-11,33.36,3802,1386079032,8036,False,"",15,B,123737,Denver
20,2011-12-16,37.16,3413,2120685039,7082,False,"",20,A,203742,Tampa-St. Pete
24,2010-10-01,66.88,2.84,1327568,8275,False,"",24,A,203819,Atlanta
39,2010-06-11,81.78,2668,2102135668,8464,False,"",39,A,184109,Chicago
23,2012-03-30,36.71,3921,1377261935,4261,False,"",23,B,114533,Philadelphia
17,2013-05-10,54.74,3543,,,False,"",17,B,93188,Charlotte
25,2011-05-20,56.56,4062,2087583165,7287,False,"",25,B,128107,Kansas City
25,2012-12-21,39.12,3577,2164774481,7293,False,"",25,B,128107,Kansas City
8,2013-01-18,31.83,3237,2278390876,5212,False,"",8,A,155078,San Diego
11,2011-05-20,76.97,3907,219127216,7574,False,"",11,A,207499,Los Angeles
35,2012-07-06,82.08,3475,1422234298,8839,False,"",35,B,103681,Austin
2,2010-12-31,47.3,2943,211064774,8163,True,"",2,A,202307,Cleveland-Akron
6,2012-09-21,70.81,3721,2244017192,5668,False,"",6,A,202505,Oralando-Daytona Brach-Melbourne FL
1,2011-11-11,59.11,3297,2179980849,7866,False,"",1,A,151315,Houston
21,2011-12-30,45.16,3129,2191773063,7441,True,"",21,B,140167,Salt Lake City
36,2012-10-12,71.28,3576,2220510793,6228,False,"",36,A,39910,Salt Lake City
43,2010-08-20,85.26,2664,2035092419,9816,False,"",43,C,41062,San Diego
10,2010-05-21,78.32,44898,1261843871,9524,False,"",10,B,126512,Cleveland-Akron
36,2011-06-10,82.41,3633,2137917147,44628,False,"",36,A,39910,Salt Lake City
22,2011-04-08,44.42,3.72,1380638929,8252,False,"",22,B,119557,Houston
28,2013-06-28,89.94,3781,,,False,"",28,A,206302,Dallas-Ft.Worth
5,2013-06-07,78.4,3439,,,False,"",5,B,34875,Austin
20,2011-04-01,32.43,3638,2078823043,7287,False,"",20,A,203742,Tampa-St. Pete
3,2011-05-20,75.79,3907,219127216,7574,False,"",3,B,37392,Denver
13,2012-02-10,33.73,3116,1303849032,6104,True,"",13,A,219622,Los Angeles
30,2013-04-26,58.66,3417,2248025314,6112,False,"",30,C,42988,Los Angeles
2,2012-03-30,66.83,3845,2209991248,7057,False,"",2,A,202307,Cleveland-Akron
33,2011-06-17,91.11,3935,1290432,8687,False,"",33,A,39690,Atlanta
10,2011-08-12,85.61,3794,1292015806,8257,False,"",10,B,126512,Cleveland-Akron
20,2012-09-28,58.65,3997,2157367162,7.28,False,"",20,A,203742,Tampa-St. Pete
39,2012-02-03,60.69,3.36,2188619099,7244,False,"",39,A,184109,Chicago
43,2013-02-08,54.94,3417,2155503986,8934,True,"",43,C,41062,San Diego
10,2011-02-04,44.88,3348,1277195806,8744,False,"",10,B,126512,Cleveland-Akron
23,2012-08-24,64.63,3874,1382814516,4156,False,"",23,B,114533,Philadelphia
15,2012-12-07,40.95,3.92,1383794,7992,False,"",15,B,123737,Denver
18,2010-02-19,30.91,2747,131637,9202,False,"",18,B,120653,Los Angeles
1,2011-09-23,75.8,3467,2163758246,7962,False,"",1,A,151315,Houston
14,2011-08-19,72.98,3747,1865093071,8625,False,"",14,A,200898,Dallas-Ft.Worth
6,2011-08-26,90.07,3523,2172706543,6925,False,"",6,A,202505,Oralando-Daytona Brach-Melbourne FL
40,2010-07-23,71.79,2784,1325825806,5326,False,"",40,A,155083,Charlotte
4,2012-04-27,76.47,3.81,1311266667,4308,False,"",4,A,205863,Houston
9,2013-03-01,43.73,3711,2283518049,5049,False,"",9,B,125833,Dallas-Ft.Worth
18,2013-03-15,38.75,3843,1388597742,7942,False,"",18,B,120653,Los Angeles
39,2010-04-09,68.15,2.77,209400638,8464,False,"",39,A,184109,Chicago
31,2013-01-11,47.52,3243,2238342663,6237,False,"",31,A,203750,Atlanta
20,2011-12-09,41.64,3415,2118667856,7082,False,"",20,A,203742,Tampa-St. Pete
4,2010-04-09,54.16,2773,1266019032,7896,False,"",4,A,205863,Houston
32,2011-11-11,38.1,3505,1956376941,8513,False,"",32,A,203007,Denver
26,2011-08-05,63.16,3903,1360540323,7767,False,"",26,A,152513,Los Angeles
21,2011-09-09,78.87,3546,2155148295,7852,True,"",21,B,140167,Salt Lake City
44,2012-12-21,44833,3263,131642,5217,False,"",44,C,39910,Atlanta
28,2011-12-09,42.17,3644,1298555333,12.89,False,"",28,A,206302,Dallas-Ft.Worth
3,2010-03-12,63.08,2667,2147027646,7368,False,"",3,B,37392,Denver
8,2012-06-22,78.85,3346,2253558843,5679,False,"",8,A,155078,San Diego
26,2013-07-26,63.07,3879,,,False,"",26,A,152513,Los Angeles
39,2010-07-23,82.2,2608,2099958663,8.36,False,"",39,A,184109,Chicago
43,2010-03-12,53.67,2667,2033436582,9521,False,"",43,C,41062,San Diego
5,2011-02-18,58.83,3045,2138068304,6634,False,"",5,B,34875,Austin
21,2010-03-19,54.68,2.72,2108733316,8324,False,"",21,B,140167,Salt Lake City
40,2012-06-22,69.32,3629,1381629,4125,False,"",40,A,155083,Charlotte
35,2012-11-09,41.06,3771,1425605081,8665,False,"",35,B,103681,Austin
32,2011-11-18,42.61,3479,1957184713,8513,False,"",32,A,203007,Denver
45,2012-02-10,37,3.64,1897076048,8424,True,"",45,B,118221,Tampa-St. Pete
37,2012-05-18,73.7,3.63,2204252149,6989,False,"",37,C,39910,Austin
13,2010-04-09,38.97,2877,1266019032,8107,False,"",13,A,219622,Los Angeles
27,2012-04-20,62.62,4.17,1419015262,8253,False,"",27,A,204184,Houston
6,2012-06-29,87.35,3286,2234506878,5964,False,"",6,A,202505,Oralando-Daytona Brach-Melbourne FL
35,2011-06-24,72.02,3804,1391832917,8512,False,"",35,B,103681,Austin
45,2013-05-10,58.86,3583,,,False,"",45,B,118221,Tampa-St. Pete
29,2010-07-09,79.22,2806,1325461333,10409,False,"",29,B,93638,Chicago
32,2010-08-13,74.97,2723,1902611552,9017,False,"",32,A,203007,Denver
24,2012-05-25,65.79,3979,1381101935,8983,False,"",24,A,203819,Atlanta
1,2010-09-10,78.69,2565,2114951902,7787,True,"",1,A,151315,Houston
10,2013-07-19,87.09,3823,,,False,"",10,B,126512,Cleveland-Akron
31,2010-09-10,79.3,2565,2111532104,8099,True,"",31,A,203750,Atlanta
31,2013-06-07,77.38,3439,,,False,"",31,A,203750,Atlanta
42,2013-03-08,64.17,4125,1324150714,6897,False,"",42,C,39690,Los Angeles
1,2010-04-02,62.27,2719,2108204499,7808,False,"",1,A,151315,Houston
43,2011-07-08,87.02,3.48,2071152738,10641,False,"",43,C,41062,San Diego
6,2012-10-05,70.84,3617,224804222,5329,False,"",6,A,202505,Oralando-Daytona Brach-Melbourne FL
2,2010-12-10,45.5,2843,2111247993,8163,False,"",2,A,202307,Cleveland-Akron
39,2011-03-25,71.17,3473,2133436744,8395,False,"",39,A,184109,Chicago
36,2012-06-22,80.4,3358,2204886472,6989,False,"",36,A,39910,Salt Lake City
6,2013-06-28,86.14,3495,,,False,"",6,A,202505,Oralando-Daytona Brach-Melbourne FL
12,2012-01-06,50.43,3599,1301575161,12187,False,"",12,B,112238,Chicago
31,2012-12-28,41.89,3108,2235933316,6.17,True,"",31,A,203750,Atlanta
32,2011-02-11,18.51,3037,1918572881,8818,True,"",32,A,203007,Denver
14,2011-05-13,60.38,4066,1860719231,8521,False,"",14,A,200898,Dallas-Ft.Worth
15,2010-08-20,71.1,2913,1326616129,8099,False,"",15,B,123737,Denver
35,2011-01-07,34.42,3193,1367332569,8549,False,"",35,B,103681,Austin
1,2010-11-26,64.52,2735,2117484333,7838,True,"",1,A,151315,Houston
41,2012-03-16,47.76,3486,1970457208,6589,False,"",41,A,196321,Los Angeles
2,2011-06-17,86.53,3637,2146513538,7931,False,"",2,A,202307,Cleveland-Akron
32,2012-02-10,23.34,3103,1969195056,8256,True,"",32,A,203007,Denver
27,2012-09-14,68.72,4088,1425938833,8239,False,"",27,A,204184,Houston
10,2012-08-17,88.83,4002,1307909677,7.17,False,"",10,B,126512,Cleveland-Akron
25,2011-03-18,40.94,3631,2074283845,7343,False,"",25,B,128107,Kansas City
20,2011-05-20,59.01,4062,2087583165,7287,False,"",20,A,203742,Tampa-St. Pete
4,2013-03-08,53.21,3647,1324150714,3921,False,"",4,A,205863,Houston
36,2010-09-17,82.1,2.55,2102924504,8.36,False,"",36,A,39910,Salt Lake City
1,2011-02-18,57.36,3045,2132478853,7742,False,"",1,A,151315,Houston
21,2011-12-09,41.44,3158,218605037,7441,False,"",21,B,140167,Salt Lake City
22,2011-04-22,47.76,3919,1382475036,8252,False,"",22,B,119557,Houston
6,2013-04-19,68.65,3451,2268021404,5285,False,"",6,A,202505,Oralando-Daytona Brach-Melbourne FL
27,2011-10-14,64.78,3744,1404784194,7906,False,"",27,A,204184,Houston
29,2010-04-09,57.06,2849,1319408065,10.16,False,"",29,B,93638,Chicago
27,2012-08-03,75.22,3819,1421916279,8239,False,"",27,A,204184,Houston
19,2012-10-26,56.49,4071,1387281613,7992,False,"",19,A,203819,Philadelphia
4,2011-06-03,78.26,3683,1290490323,5946,False,"",4,A,205863,Houston
42,2012-06-08,86.87,4103,1308896774,7382,False,"",42,C,39690,Los Angeles
33,2011-04-15,64.64,4089,1289107333,8687,False,"",33,A,39690,Atlanta
24,2011-04-29,60.48,4117,1344357333,8212,False,"",24,A,203819,Atlanta
39,2010-12-24,58.86,2886,2101805602,8476,False,"",39,A,184109,Chicago
39,2011-12-16,58.58,3159,2178781339,7716,False,"",39,A,184109,Chicago
41,2011-11-25,36.37,3424,1957704,6759,True,"",41,A,196321,Los Angeles
30,2012-11-09,63.81,3314,2231153944,6.17,False,"",30,C,42988,Los Angeles
18,2013-02-08,24.59,3755,1388598387,7942,True,"",18,B,120653,Los Angeles
31,2012-10-26,70.5,3506,2230783366,6.17,False,"",31,A,203750,Atlanta
36,2010-08-20,85.54,2604,2103617581,8.36,False,"",36,A,39910,Salt Lake City
5,2012-03-30,67.76,3845,2219480412,5943,False,"",5,B,34875,Austin
17,2010-12-10,31.64,2817,1267934,6885,False,"",17,B,93188,Charlotte
16,2010-10-08,54.29,2745,1907763218,6986,False,"",16,B,57197,Dallas-Ft.Worth
31,2011-06-24,85.72,3594,2147441108,7931,False,"",31,A,203750,Atlanta
44,2011-12-09,24.82,3341,1298555333,6078,False,"",44,C,39910,Atlanta
37,2010-05-14,77.53,2854,209118536,8464,False,"",37,C,39910,Austin
43,2013-05-10,70.8,3392,,,False,"",43,C,41062,San Diego
37,2010-08-27,84.62,2619,2103292106,8.36,False,"",37,C,39910,Austin
27,2013-03-15,41.95,4029,1429601382,7945,False,"",27,A,204184,Houston
12,2012-08-10,95.91,3811,1307561613,10926,False,"",12,B,112238,Chicago
1,2012-05-18,70.33,3.63,221742674,7143,False,"",1,A,151315,Houston
37,2012-02-24,62.21,3555,2193244636,7244,False,"",37,C,39910,Austin
31,2010-10-22,70.72,2725,2115187208,8163,False,"",31,A,203750,Atlanta
7,2010-07-23,64.64,2691,189774698,9017,False,"",7,B,70713,Cleveland-Akron
32,2011-10-14,50.15,3491,1950261012,8513,False,"",32,A,203007,Denver
21,2011-07-29,91.56,3682,2151363819,7852,False,"",21,B,140167,Salt Lake City
17,2013-02-22,25.32,3459,1323200714,5275,False,"",17,B,93188,Charlotte
8,2012-12-14,40.41,3168,2273214378,5124,False,"",8,A,155078,San Diego
45,2012-04-06,49.73,3996,1906851712,8567,False,"",45,B,118221,Tampa-St. Pete
17,2011-02-25,24.36,44898,128.13,6866,False,"",17,B,93188,Charlotte
12,2012-11-16,49.39,3834,1313258,10199,False,"",12,B,112238,Chicago
15,2010-06-25,72.79,2958,1324976,8185,False,"",15,B,123737,Denver
43,2010-02-12,47.99,2548,2032010968,9521,True,"",43,C,41062,San Diego
11,2011-12-16,59.69,3159,2226426418,7197,False,"",11,A,207499,Los Angeles
14,2012-04-27,53.2,4004,1908680064,8567,False,"",14,A,200898,Dallas-Ft.Worth
31,2010-03-19,54.68,2.72,2108733316,8324,False,"",31,A,203750,Atlanta
22,2011-02-04,26.39,3.24,1370542431,8458,False,"",22,B,119557,Houston
38,2010-03-26,60.06,3083,1266050645,13975,False,"",38,C,39690,Kansas City
10,2011-09-02,91.61,3798,1293259355,8257,False,"",10,B,126512,Cleveland-Akron
37,2011-07-29,84.99,3682,2142343177,8177,False,"",37,C,39910,Austin
8,2011-07-01,87.26,3524,2185937514,6425,False,"",8,A,155078,San Diego
11,2012-07-27,85.43,3407,2254537579,6334,False,"",11,A,207499,Los Angeles
31,2011-05-13,75.04,3899,2156124735,7931,False,"",31,A,203750,Atlanta
28,2011-12-16,43.29,44715,1298980645,12.89,False,"",28,A,206302,Dallas-Ft.Worth
29,2012-03-16,46.06,3867,1375843871,8988,False,"",29,B,93638,Chicago
36,2012-03-30,70.48,3891,2200454862,7244,False,"",36,A,39910,Salt Lake City
42,2012-05-18,85.19,4308,1310983226,7382,False,"",42,C,39690,Los Angeles
41,2013-02-01,30.86,2998,2008919355,5771,False,"",41,A,196321,Los Angeles
17,2010-02-05,44888,2666,1264420645,6548,False,"",17,B,93188,Charlotte
41,2013-03-08,34.86,3624,2012122297,5771,False,"",41,A,196321,Los Angeles
11,2010-09-10,81.93,2565,2148065431,7346,True,"",11,A,207499,Los Angeles
26,2012-09-21,52.68,4056,1386534,7405,False,"",26,A,152513,Los Angeles
8,2011-03-25,59.74,3473,2180145862,6262,False,"",8,A,155078,San Diego
13,2010-09-17,66.84,2875,1261454667,7951,False,"",13,A,219622,Los Angeles
22,2010-06-25,74.37,2.81,1363483143,8348,False,"",22,B,119557,Houston
32,2012-07-13,71.57,3613,1978788621,7872,False,"",32,A,203007,Denver
24,2011-01-14,22.41,3367,1329510645,8252,False,"",24,A,203819,Atlanta
3,2012-11-23,61.69,3211,2271081136,6034,True,"",3,B,37392,Denver
40,2012-11-30,26.96,3713,1384020333,4145,False,"",40,A,155083,Charlotte
35,2010-03-26,52.34,2854,1357073618,9262,False,"",35,B,103681,Austin
6,2013-06-07,79.63,3439,,,False,"",6,A,202505,Oralando-Daytona Brach-Melbourne FL
26,2010-04-23,39.68,2895,1320226667,8512,False,"",26,A,152513,Los Angeles
33,2013-07-12,95.51,3737,,,False,"",33,A,39690,Atlanta
44,2013-01-18,11.44,2914,132030871,4983,False,"",44,C,39910,Atlanta
44,2011-10-07,60.62,3592,1296938,6078,False,"",44,C,39910,Atlanta
38,2010-07-16,97.18,3094,1261498065,14.18,False,"",38,C,39690,Kansas City
24,2011-04-22,46,4061,1343571,8212,False,"",24,A,203819,Atlanta
34,2010-03-12,42.26,2704,1266042857,9521,False,"",34,A,158114,Cleveland-Akron
14,2011-07-15,78.47,3.76,1861399808,8625,False,"",14,A,200898,Dallas-Ft.Worth
45,2011-01-28,44705,3237,1831800955,8549,False,"",45,B,118221,Tampa-St. Pete
29,2013-03-01,38.37,3885,1388684286,8951,False,"",29,B,93638,Chicago
20,2013-05-10,61.35,3583,,,False,"",20,A,203742,Tampa-St. Pete
20,2010-11-12,42.38,2931,2052098614,7484,False,"",20,A,203742,Tampa-St. Pete
31,2011-08-19,90.11,3554,2153229307,7852,False,"",31,A,203750,Atlanta
30,2011-07-29,91.56,3682,2151363819,7852,False,"",30,C,42988,Los Angeles
37,2012-12-07,68.04,3198,2223255489,6228,False,"",37,C,39910,Austin
18,2012-07-20,77.43,3.61,1382331935,8535,False,"",18,B,120653,Los Angeles
45,2010-12-24,30.59,3141,18254459,8724,False,"",45,B,118221,Tampa-St. Pete
31,2012-08-17,85.55,3571,2216751459,6565,False,"",31,A,203750,Atlanta
1,2013-02-15,49.66,3475,2242760526,6525,False,"",1,A,151315,Houston
23,2010-05-21,57.94,2961,1322230323,5435,False,"",23,B,114533,Philadelphia
37,2013-04-05,63.58,3583,2237540794,6143,False,"",37,C,39910,Austin
17,2011-01-14,16.57,2903,1273009355,6866,False,"",17,B,93188,Charlotte
43,2011-12-09,34.23,3158,2105363571,10148,False,"",43,C,41062,San Diego
14,2012-03-02,41.55,3816,1901714927,8424,False,"",14,A,200898,Dallas-Ft.Worth
20,2012-11-09,37.58,3771,2161618309,7293,False,"",20,A,203742,Tampa-St. Pete
1,2012-08-31,80.49,3638,2223054805,6908,False,"",1,A,151315,Houston
18,2013-02-15,29.52,3807,1389004286,7942,False,"",18,B,120653,Los Angeles
17,2010-07-23,69.66,2797,1261283548,6697,False,"",17,B,93188,Charlotte
34,2013-04-19,63.99,3436,1327160968,8796,False,"",34,A,158114,Cleveland-Akron
22,2012-01-20,29.16,3542,1408086118,7503,False,"",22,B,119557,Houston
12,2010-09-24,81.77,2939,1261900333,14.18,False,"",12,B,112238,Chicago
43,2010-02-05,47.31,2572,2030642742,9521,False,"",43,C,41062,San Diego
13,2013-07-19,80.81,3665,,,False,"",13,A,219622,Los Angeles
37,2012-04-06,73.95,3891,2201204125,6989,False,"",37,C,39910,Austin
10,2011-08-26,91.59,3663,1292832581,8257,False,"",10,B,126512,Cleveland-Akron
17,2013-07-05,75.91,3696,,,False,"",17,B,93188,Charlotte
40,2012-04-06,36.54,3957,1377970968,4125,False,"",40,A,155083,Charlotte
22,2010-05-14,50.99,2983,136010394,8348,False,"",22,B,119557,Houston
28,2012-05-25,83.84,4293,1310287742,11627,False,"",28,A,206302,Dallas-Ft.Worth
33,2011-10-21,81.74,3842,1297821613,44569,False,"",33,A,39690,Atlanta
4,2013-06-14,79.24,3415,,,False,"",4,A,205863,Houston
38,2012-02-17,51.8,3781,1304546207,12187,False,"",38,C,39690,Kansas City
37,2013-01-18,49.6,3237,2229006165,6266,False,"",37,C,39910,Austin
44,2010-07-02,78.82,2814,1261392,7804,False,"",44,C,39910,Atlanta
21,2010-09-17,83.03,2582,2111806415,8099,False,"",21,B,140167,Salt Lake City
17,2012-10-26,39.94,3755,1311930968,5527,False,"",17,B,93188,Charlotte
30,2013-01-04,39.19,3161,2237137989,6237,False,"",30,C,42988,Los Angeles
30,2013-05-03,65.51,3386,,,False,"",30,C,42988,Los Angeles
32,2013-04-19,34.1,3603,2010705712,6953,False,"",32,A,203007,Denver
16,2012-10-19,40.59,3.75,1991481963,5847,False,"",16,B,57197,Dallas-Ft.Worth
44,2011-02-18,40.85,3062,12799525,7224,False,"",44,C,39910,Atlanta
8,2013-04-26,56.04,3417,2287796682,5024,False,"",8,A,155078,San Diego
